vernacularName,scientificName
Capped Wheatear,Oenanthe pileata
Yellow Mongoose,Cynictis penicillata
Pearl-breasted Swallow,Hirundo dimidiata
Red-capped Lark,Calandrella cinerea
Cape Grassbird,Sphenoeacus afer
Brussels Lace,Cleorodes lichenaria
Moloney's White-collared Monkey,Cercopithecus mitis moloneyi
Striped Kingfisher ssp chelicuti,Halcyon chelicuti chelicuti
Small Waved Umber,Horisme vitalbata
Satin Beauty,Deileptenia ribeata
Socotra Cormorant,Phalacrocorax nigrogularis
Arabian Golden-winged Grosbeak,Rhynchostruthus percivali
Fan-tailed Cuckoo,Cacomantis flabelliformis
Northern Drab,Orthosia opima
Queen's-wreath,Petrea volubilis
Moroccan Orange-tip,Anthocharis belia
Ciliated Fringewort,Ptilidium ciliare
Common Grasshopper Warbler ssp naevia,Locustella naevia naevia
Crawshay's Zebra,Equus quagga crawshaii
Green-winged Pytilia ssp percivali,Pytilia melba percivali
Long-tailed Fiscal,Lanius cabanisi
Chinspot Batis ssp puella,Batis molitor puella
Senegal Lapwing,Vanellus lugubris
Crowned Lapwing ssp coronatus,Vanellus coronatus coronatus
Black-bellied Bustard ssp melanogaster,Lissotis melanogaster melanogaster
Steel-blue Whydah,Vidua hypocherina
Stingless bee unknown,Meliponini indet.
Variegated Flutterer,Rhyothemis variegata
Gray pansy,Junonia atlites
Ostracod unknown,Ostracoda indet.
Lancer Dragonfly,Adversaeschna brevistyla
Hybrid Bar-headed Goose x Emperor Goose,Anser indicus x Anser canagica
Bronze Glandular Bush-cricket,Bradyporus dasypus
Freyer's Grayling,Hipparchia fatua
Common Firecrest ssp balearicus,Regulus ignicapilla balearicus
Amethyst broomrape,Orobanche amethystea
Mountain broom moss,Dicranum montanum
Bristly beard lichen,Usnea hirta
Wood rustwort,Nowellia curvifolia
Pale-footed horsehair lichen,Bryoria fuscescens
Natal pansy,Junonia natalica
Crimson Speckled,Utetheisa pulchella
Italian Bluebell,Hyacinthoides italica
Mnestra's Ringlet,Erebia mnestra
Common Cuckoo ssp bangsi,Cuculus canorus bangsi
Black witch,Ascalapha odorata
Pink Garlic,Allium trifoliatum
White-browed Bulbul,Pycnonotus luteolus
Mountain Argus,Aricia montensis
Hair-pointed moss,Cirriphyllum piliferum
Peregrine Falcon ssp minor,Falco peregrinus minor
Trimmer's Mining Bee,Andrena trimmerana
Little Scarlet,Crocothemis sanguinolenta
Blue Basker,Urothemis edwardsii
Omani dragonfly,Urothemis thomasi
Common Blacktail,Nesciothemis farinosa
Common Orange,Ceriagrion glabrum
Black-billed Gull,Chroicocephalus bulleri
Hooded Pitta ssp mulleri,Pitta sordida mulleri
Elegant Euphonia ssp elegantissima,Euphonia elegantissima elegantissima
Chestnut-capped Brushfinch ssp elsae,Arremon brunneinucha elsae
Denham's Bustard,Neotis denhami
Slate-throated Whitestart ssp aurantiacus,Myioborus miniatus aurantiacus
Tennessee Warbler,Leiothlypis peregrina
American Dipper ssp ardesiacus,Cinclus mexicanus ardesiacus
Isthmian Wren,Cantorchilus elutus
Three-wattled Bellbird,Procnias tricarunculatus
Neddicky,Cisticola fulvicapilla
Himalayan Knotweed,Persicaria wallichii
African Map Butterfly,Cyrestis camillus
Sickle-bearing Leaf Katydid,Phaneroptera sparsa
African Humming Bird Moth,Macroglossum trochilus
Small Hairy Screw-moss,Syntrichia laevipila
Coraâ€™s Pennant,Macrodiplax cora
Phantom Flutterer,Rhyothemis semihyalina
Green Hooktail,Paragomphus genei
Powdered Blue Damselfly,Arabicnemis caerulea
Smith's Bush Squirrel,Paraxerus cepapi
Spoon-leaf cudweed,Gnaphalium pensylvanicum
Kamchatka Gull,Larus canus kamtschatschensis
Stejneger's Scoter,Melanitta stejnegeri
Brahminy Starling,Sturnia pagodarum
Tawny-bellied Babbler,Dumetia hyperythra
Bay-backed Shrike,Lanius vittatus
Greater Coucal ssp parroti,Centropus sinensis parroti
Rufous-tailed Lark,Ammomanes phoenicura
Large Grey Babbler,Argya malcolmi
Peg-billed Finch,Acanthidops bairdi
Northern White Cedar,Thuja occidentalis
Black-winged Kite ssp caeruleus,Elanus caeruleus caeruleus
Striped Firetail,Telebasis filiola
Swamp Skimmer,Orthemis cultriformis
Hercules Skimmer,Libellula herculea
Brown Rustic,Rusina ferruginea
Chinese Mustard,Brassica juncea
Silver-striped Hawk-moth,Hippotion celerio
Common stingray,Dasyatis pastinaca
Atlantic croaker,Micropogonias undulatus
Pallid Scops Owl,Otus brucei
Eurasian Whimbrel ssp variegatus,Numenius phaeopus variegatus
Hornbill Friarbird,Philemon yorki
Bush Stone-curlew,Burhinus grallarius
Australasian Darter,Anhinga novaehollandiae
Northern Red Muntjac ssp malabaricus,Muntiacus vaginalis malabaricus
Dusky Palm Squirrel,Funambulus sublineatus
Layard's Palm Squirrel,Funambulus layardi
Grizzled Giant Squirrel,Ratufa macroura
Sri Lanka Frogmouth ssp moniliger,Batrachostomus moniliger moniliger
Chukar Partridge ssp sinaica,Alectoris chukar sinaica
Fuelleborn's Bottle-tail,Zygonoides fuelleborni
Blue-crowned Parakeet,Thectocercus acuticaudatus
White-lined Tanager,Tachyphonus rufus
Deceptive Widow,Palpopleura deceptor
Red Groundling,Brachythemis lacustris
Navy Dropwing,Trithemis furva
Ethiopian Skimmer,Orthetrum kristenseni
Common Basilisk,Basiliscus basiliscus
White-naped Brushfinch,Atlapetes albinucha
Crowned Sandgrouse,Pterocles coronatus
Spear winged flies,Lonchopteridae indet.
Hybrid European Herring Gull x Yellow-legged Gull,Larus argentatus x Larus michahellis
Great Grey Shrike ssp theresae,Lanius excubitor theresae
Dwarf Glider,Miathyria simplex
Leaf-hugging Dragonlet,Erythrodiplax castanea
Dusty Redskimmer,Rhodopygia pruinosa
Cardinal Redskimmer,Rhodopygia cardinalis
Blue-spotted Comet Darner,Anax concolor
Side-striped Skimmer,Orthemis aequilibris
Tawny Pennant,Brachymesia herbida
Amalia Helicopter,Mecistogaster amalia
White-tailed Glider,Tauriphila xiphea
Flame-tip,Telagrion longum
Black-capped Donacobius,Donacobius atricapilla
Scoliid unknown,Scoliidae indet.
Lilford's White-backed Woodpecker,Dendrocopos leucotos lilfordi
Sri Lanka White-eye,Zosterops ceylonensis
Poorly ribbed cockle,Acanthocardia paucicostata
Little slender,Calybites phasianipennella
Cinnamon-bellied Imperial Pigeon ssp basilica,Ducula basilica basilica
Scarlet-breasted Fruit Dove ssp bernsteinii,Ptilinopus bernsteinii bernsteinii
Rock Bunting ssp hordei,Emberiza cia hordei
Dead Sea Sparrow ssp moabiticus,Passer moabiticus moabiticus
Hamon's Sprite,Pseudagrion hamoni
Common Riverjack,Mesocnemis singularis
Corkscrew Hooktail,Paragomphus elpidius
Darting Cruiser,Phyllomacromia picta
Cherry-eye Sprite,Pseudagrion sublacteum
Painted top shell,Calliostoma zizyphinum
Dancing Jewel,Platycypha caligata
Stonewash Dropwing,Trithemis dejouxi
Three-striped Skimmer,Orthetrum brevistylum
Palma Blue Tit,Cyanistes teneriffae palmensis
La Palma Goldcrest,Regulus regulus ellenthalerae
Canary Islands Large White,Pieris cheiranthi
Bar-breasted Firefinch,Lagonosticta rufopicta
Trumpet worm,Lagis koreni
Thick-billed Flowerpecker,Dicaeum agile
Hybrid American Wigeon x Eurasian Wigeon,Mareca  americana x Mareca  penelope
Long-eared Owl ssp otus,Asio otus otus
Tooth-billed Tanager ssp testacea,Piranga lutea testacea
Chestnut-capped Brushfinch,Arremon brunneinucha
Chiriqui Yellowthroat,Geothlypis chiriquensis
Black-throated Green Warbler,Setophaga virens
Swainson's Thrush,Catharus ustulatus
White-breasted Waterhen ssp phoenicurus,Amaurornis phoenicurus phoenicurus
Spotted Dove ssp ceylonensis,Spilopelia chinensis ceylonensis
Pied Thrush,Geokichla wardii
Oriental Magpie-Robin ssp ceylonensis,Copsychus saularis ceylonensis
Cinereous Tit ssp mahrattarum,Parus cinereus mahrattarum
Changeable Hawk-Eagle ssp ceylanensis,Nisaetus cirrhatus ceylanensis
Yellow-billed Babbler ssp taprobanus,Argya affinis taprobanus
Plain Prinia ssp insularis,Prinia inornata insularis
Indian Robin ssp leucopterus,Copsychus fulicatus leucopterus
Danube sturgeon,Acipenser gueldenstaedtii
Common Hill Myna,Gracula religiosa
Collared Warbling Finch,Poospiza hispaniolensis
Peppertree,Schinus molle
Heart-leaved Bergenia,Bergenia cordifolia
Red-flanked Lorikeet,Charmosyna placentis
Hudsonian Whimbrel,Numenius hudsonicus
Bare-faced Go-away-bird ssp personatus,Corythaixoides personatus personatus
Malabar Trogon ssp fasciatus,Harpactes fasciatus fasciatus
White-faced Starling,Sturnornis albofrontatus
Green Imperial Pigeon ssp pusilla,Ducula aenea pusilla
Water Rail ssp aquaticus,Rallus aquaticus aquaticus
Finsch's Wheatear ssp finschii,Oenanthe finschii finschii
Woodlark ssp pallida,Lullula arborea pallida
Suffering earth lichen,Steinia geophana
Summer Tanager,Piranga rubra
Flax Tortrix,Cnephasia asseclana
Spot-winged Thrush,Geokichla spiloptera
Sri Lanka Wood Pigeon,Columba torringtoniae
Legge's Flowerpecker,Dicaeum vincens
Common Emerald Dove ssp robinsoni,Chalcophaps indica robinsoni
Galium Carpet,Epirrhoe galiata
Tickell's Blue Flycatcher ssp jerdoni,Cyornis tickelliae jerdoni
Hybrid Greylag Goose x Barnacle Goose,Anser anser x Branta leucopsis
Black lugworm,Arenicola defodiens
Wahlenberg's nodding moss,Pohlia wahlenbergii
Pyrenean Pincer Grasshopper,Paracaloptenus bolivari
Sea lemon,Doris pseudoargus
Thorny doris,Acanthodoris pilosa
Dead man's fingers,Alcyonium digitatum
Sap-sucking slug,Elysia viridis
Square-tailed Bulbul ssp humii,Hypsipetes ganeesa humii
Red-backed Flameback,Dinopium psarodes
Brown-breasted Flycatcher,Muscicapa muttui
White-bellied Drongo ssp leucopygialis,Dicrurus caerulescens leucopygialis
Sri Lanka Hanging Parrot,Loriculus beryllinus
Crested Duck ssp specularioides,Lophonetta specularioides specularioides
Chimango Caracara ssp temucoensis,Milvago chimango temucoensis
Long-tailed Meadowlark ssp loyca,Leistes loyca loyca
Ringed Kingfisher ssp stellata,Megaceryle torquata stellata
Unidentified green alga,Chlorophyta indet.
Svalbard Rock Ptarmigan,Lagopus muta hyperborea
Green-legged Partridge,Arborophila chloropus
South American Sea Lion,Otaria byronia
South American Fur Seal,Arctocephalus australis
Chilean Elaenia,Elaenia chilensis
Northern Palm Squirrel,Funambulus pennantii
Green-backed Camaroptera ssp pileata,Camaroptera brachyura pileata
Grey Plover ssp squatarola,Pluvialis squatarola squatarola
Greater Sand Plover ssp scythicus,Charadrius leschenaultii scythicus
Slender smoothcap moss,Atrichum tenellum
Large-billed Lark,Galerida magnirostris
Buffalo Treehopper,Stictocephala bisonia
Striped periwinkle,Littorina compressa
Greylag Goose ssp anser,Anser anser anser
Wolf Spider unknown,Lycosidae indet.
Wellingtonia,Sequoiadendron giganteum
Unidentified Winter stonefly,Taeniopterygidae indet.
Sanderling ssp alba,Calidris alba alba
Usambara Stumptail Chameleon,Rhampholeon temporalis
Giant East Usambara Blade-horned Chameleon,Kinyongia matschiei
Wavy Chameleon,Chamaeleo deremensis
Little Sparrowhawk,Accipiter minullus
Beautiful Marbled,Eublemma purpurina
Black-and-white Shrike-flycatcher ssp changamwensis,Bias musicus changamwensis
Freyer's Fritillary,Melitaea arduinna
Persian Ivy,Hedera colchica
Grass Jewel,Freyeria trochylus
False Eros Blue,Polyommatus eros eroides
White-banded Grayling,Pseudochazara anthelea
Eatern Greenish Black-tip,Euchloe penia
Long Tail Admiral,Antanartia schaeneia
Oriental Meadow Brown,Hyponephele lupina
Eastern Wood White,Leptidea duponcheli
Anomalous Blue,Polyommatus admetus
Ripart's Anomalous Blue,Polyommatus ripartii
Angolan Colobus,Colobus angolensis
Crimson-crested Woodpecker,Campephilus melanoleucos
Blue Dacnis,Dacnis cayana
Mountain Buzzard,Buteo oreophilus
West Usambara Two-horned Chamaeleon,Kinyongia multituberculata
Common Ringed Plover ssp hiaticula,Charadrius hiaticula hiaticula
Horned Lark ssp flava,Eremophila alpestris flava
Dunlin ssp alpina,Calidris alpina alpina
Cacao,Theobroma cacao
White-headed Buffalo Weaver ssp boehmi,Dinemellia dinemelli boehmi
Hildebrandt's Starling,Lamprotornis hildebrandti
Water Pipit ssp spinoletta,Anthus spinoletta spinoletta
Dodson's Bulbul,Pycnonotus dodsoni
Lesser Honeyguide ssp teitensis,Indicator minor teitensis
Red-and-yellow Barbet ssp erythrocephalus,Trachyphonus erythrocephalus erythrocephalus
D'Arnaud's Barbet ssp boehmi,Trachyphonus darnaudii boehmi
African Grey Hornbill ssp epirhinus,Lophoceros nasutus epirhinus
Green Wood Hoopoe ssp marwitzi,Phoeniculus purpureus marwitzi
White-browed Coucal ssp superciliosus,Centropus superciliosus superciliosus
Red-bellied Parrot ssp rufiventris,Poicephalus rufiventris rufiventris
Yellow-necked Spurfowl,Pternistis leucoscepus
African Hawk-Eagle,Aquila spilogaster
Common Ostrich ssp massaicus,Struthio camelus massaicus
Bethlehem-sage,Pulmonaria saccharata
African Pied Wagtail ssp vidua,Motacilla aguimp vidua
Whiskered Tern ssp delalandii,Chlidonias hybrida delalandii
Grey-headed Gull ssp poiocephalus,Chroicocephalus cirrocephalus poiocephalus
Great Egret ssp melanorhynchos,Ardea alba melanorhynchos
African Savanna Hare,Lepus microtis
Blue-capped Cordon-bleu,Uraeginthus cyanocephalus
Fork-tailed Drongo ssp fugax,Dicrurus adsimilis fugax
Pink-breasted Lark,Calendulauda poecilosterna
Black-throated Barbet ssp stigmatothorax,Tricholaema melanocephala stigmatothorax
White-headed Mousebird ssp leucocephalus,Colius leucocephalus leucocephalus
Red-billed Firefinch ssp ruberrima,Lagonosticta senegala ruberrima
Taveta Weaver,Ploceus castaneiceps
African Harrier-Hawk ssp typus,Polyboroides typus typus
Multi-spotted Darner,Austroaeschna multipunctata
Mainland Tiger Snake,Notechis scutatus
Enlarged Bright Bush-cricket,Poecilimon ampliatus
Australian Golden Whistler,Pachycephala pectoralis
Six-spotted Pot Beetle,Cryptocephalus sexpunctatus
Bonnet Macaque,Macaca radiata
Streak-throated Swallow,Petrochelidon fluvicola
Southern Plains Grey Langur,Semnopithecus dussumieri
Brown Wood Owl ssp ochrogenys,Strix leptogrammica ochrogenys
Oriental Dwarf Kingfisher ssp erithaca,Ceyx erithaca erithaca
Lesser Yellownape ssp wellsi,Picus chlorolophus wellsi
Small Minivet ssp cinnamomeus,Pericrocotus cinnamomeus cinnamomeus
Purple-rumped Sunbird ssp zeylonica,Leptocoma zeylonica zeylonica
Paddyfield Pipit ssp rufulus,Anthus rufulus rufulus
Pied Bush Chat ssp atratus,Saxicola caprata atratus
Loten's Sunbird ssp lotenius,Cinnyris lotenius lotenius
Sri Lanka Whistling Thrush,Myophonus blighi
Dull-blue Flycatcher,Eumyias sordidus
Red-wattled Lapwing ssp lankae,Vanellus indicus lankae
Common Tailorbird ssp sutorius,Orthotomus sutorius sutorius
Green Bee-eater ssp ceylonicus,Merops orientalis ceylonicus
Black-headed Cuckooshrike ssp sykesi,Lalage melanoptera sykesi
Purple Sunbird ssp asiaticus,Cinnyris asiaticus asiaticus
Thick-billed Flowerpecker ssp zeylonicum,Dicaeum agile zeylonicum
Layard's Parakeet,Psittacula calthrapae
Sri Lanka Hill Myna,Gracula ptilogenys
Sri Lanka Blue Magpie,Urocissa ornata
Ashy-headed Laughingthrush,Argya cinereifrons
Brown-capped Babbler ssp fuscocapillus,Pellorneum fuscocapillus fuscocapillus
Green-billed Coucal,Centropus chlororhynchos
Brown Shrike ssp lucionensis,Lanius cristatus lucionensis
Sri Lanka Spurfowl,Galloperdix bicalcarata
White-crowned Pigeon,Patagioenas leucocephala
Red-masked Parakeet,Psittacara erythrogenys
Rusty-tipped Page,Siproeta epaphus
Common Merganser ssp merganser,Mergus merganser merganser
Hybrid Barnacle Goose x Emperor Goose,Branta leucopsis x Anser canagica
White-legged case-bearer,Coleophora albitarsella
Epibolic nipple lichen,Thelocarpon epibolum
Yellow-edged frost lichen,Physconia enteroxantha
Recurved bristle moss,Seligeria recurvata
Azalea leaf-miner,Caloptilia azaleella
Viburnum midget,Phyllonorycter lantanella
Yellow-rumped Cacique,Cacicus cela
Hybrid Wood Duck x Ferruginous Duck,Aix sponsa x Aythya nyroca
Dwarf Cherry,Prunus cerasus
Japanese Tassel Fern,Polystichum polyblepharum
Australian King Parrot ssp minor,Alisterus scapularis minor
Turkish Twite,Linaria flavirostris brevirostris
Eastern Meadowlark,Sturnella magna
Spot-breasted Oriole,Icterus pectoralis
Scrub Euphonia,Euphonia affinis
Olive-backed Euphonia,Euphonia gouldi
Fasciated Tiger Heron,Tigrisoma fasciatum
Zeledon's Antbird,Hafferia zeledoni
Masked Finch ssp personata,Poephila personata personata
Silver Teal,Spatula versicolor
Coscoroba Swan,Coscoroba coscoroba
Tufted Tit-Tyrant,Anairetes parulus
Tawny-crested Tanager,Tachyphonus delatrii
Cliff Flycatcher,Hirundinea ferruginea
Masked Gnatcatcher,Polioptila dumicola
Snowy-bellied Hummingbird,Amazilia edward
Knysna Woodpecker,Campethera notata
Acacia Pied Barbet,Tricholaema leucomelas
Pelican's foot,Aporrhais pespelecani
Barn Swallow ssp transitiva,Hirundo rustica transitiva
Angler,Lophius piscatorius
European conger,Conger conger
Striated Pardalote ssp uropygialis,Pardalotus striatus uropygialis
Rufous-capped Warbler,Basileuterus rufifrons
Canada Warbler,Cardellina canadensis
Black-crested Coquette,Lophornis helenae
Purple-crowned Fairy,Heliothryx barroti
Pale Crag Martin ssp arabica,Ptyonoprogne obsoleta arabica
Buff-rumped Warbler,Myiothlypis fulvicauda
Indigo Bunting,Passerina cyanea
Double-barred Finch ssp annulosa,Taeniopygia bichenovii annulosa
Arabian Partridge,Alectoris melanocephala
Pin-tailed Snipe,Gallinago stenura
Cotton Pygmy Goose,Nettapus coromandelianus
Eurasian Nuthatch ssp hispaniensis,Sitta europaea hispaniensis
Blackwood fern,Dryopteris cycadina
Western Woodchat Shrike,Lanius senator rutilans
South American tobacco,Nicotiana sylvestris
Plain-colored Tanager ssp rava,Tangara inornata rava
"Corkwing, corkwing wrasse",Crenilabrus melops
Snake pipefish,Entelurus aequoreus
Streaked Saltator,Saltator striatipectus
Malaysian trumpet-snail,Melanoides tuberculatus
Winter iris,Iris reticulata
Coleophora caespitiella,Coleophora caespititiella
Common Spider Crab,Macropodia rostrata
Lace webbed spider,Amaurobius similis
Bivalve unknown,Bivalvia indet.
Fuchsia,Fuchsia magellanica
Salt speck lichen,Verrucaria erichsenii
Chestnut-tailed Starling,Sturnia malabarica
Ashy Prinia,Prinia socialis
Savanna Hawk,Buteogallus meridionalis
Kirk's Dikdik,Madoqua kirkii
Eastern Chanting Goshawk,Melierax poliopterus
Shanny,Lipophrys pholis
Black-faced Sandgrouse,Pterocles decoratus
Indian Spot-billed Duck,Anas poecilorhyncha
Indian Grey Hornbill,Ocyceros birostris
Jungle Myna ssp torquatus,Acridotheres fuscus torquatus
Finsch's Bulbul,Alophoixus finschii
Lesser Racket-tailed Drongo ssp peracensis,Dicrurus remifer peracensis
Pacific Swallow ssp javanica,Hirundo tahitica javanica
Australian Tern,Gelochelidon macrotarsa
Rufous-browed Flycatcher ssp malayana,Anthipes solitaris malayana
Social Flycatcher,Myiozetetes similis
Orange-bellied Leafbird ssp malayana,Chloropsis hardwickii malayana
Tope shark,Galeorhinus galeus
Atlantic Bluefin Tuna,Thunnus thynnus
Skopster,Scomberesox saurus
Pied Starling,Lamprotornis bicolor
Rosy Thrush-Tanager,Rhodinocichla rosea
Lined chalice-bubble,Cylichna cylindracea
Varnished hook moss,Hamatocaulis vernicosus
Rufous-breasted Wren,Pheugopedius rutilus
Black seabream,Spondyliosoma cantharus
Red sea-bream,Pagellus bogaraveo
Trigger-fish,Balistes carolinensis
Tufted Titmouse,Baeolophus bicolor
Ground Spider unknown,Gnaphosidae indet.
Pied Kingfisher ssp syriacus,Ceryle rudis syriacus
Indian Palm Squirrel,Funambulus palmarum
White-naped Woodpecker,Chrysocolaptes festivus
Dark-leaved Willow,Salix myrsinifolia
Tree fringewort,Ptilidium pulcherrimum
